 10 40000.000000 	  3.08760e+00 	 2.47371e+02 	 -1.52655e-01 	-8.72651e-01 	 4.00484e-01 	 -2.78770e-01 	 6.99733e+01 	 1.09141e+00 	 4.11304e-01 	 1  
 11 64.320000 	  4.25246e+00 	 6.75903e+00 	 7.63378e-01 	-8.66630e-02 	 6.00626e-01 	 7.94819e-01 	 7.00000e+01 	 8.48776e-03 	 4.58332e-01 	 1  
 12 40000.000000 	  2.90389e+00 	 3.13094e+02 	 3.54887e-01 	7.05517e-01 	 5.64757e-01 	 -4.27709e-01 	 6.99748e+01 	 9.17500e-01 	 5.28231e-01 	 1  
 13 40000.000000 	  3.74170e+00 	 2.03689e+01 	 -5.17719e-01 	-9.58764e-01 	 -2.42101e-01 	 -1.48212e-01 	 6.99865e+01 	 6.55710e-01 	 -1.52591e-01 	 0  
 14 40000.000000 	  3.58389e+00 	 2.80366e+02 	 -1.44892e-01 	7.62694e-01 	 5.89509e-01 	 -2.65491e-01 	 6.99796e+01 	 1.20140e+00 	 5.63456e-01 	 1  
 15 40000.000000 	  3.68452e+00 	 3.47389e+02 	 2.62688e-01 	-4.95470e-01 	 6.66829e-01 	 -5.56447e-01 	 6.99849e+01 	 1.27742e+00 	 7.04754e-01 	 1  
 16 40000.000000 	  3.29213e+00 	 4.53525e+02 	 -7.11192e-01 	-1.88954e-01 	 8.52310e-01 	 4.87565e-01 	 6.99898e+01 	 7.17035e-01 	 8.66070e-01 	 1  
 17 40000.000000 	  3.64584e+00 	 1.79057e+02 	 -3.27142e-01 	1.19785e-01 	 4.80445e-01 	 8.68563e-01 	 6.99705e+01 	 9.84167e-01 	 4.11536e-01 	 1  
 18 40000.000000 	  2.95653e+00 	 -5.43442e+00 	 3.63816e-01 	2.99086e-01 	 -2.86494e-02 	 -9.53461e-01 	 6.99553e+01 	 9.96252e-01 	 -1.16672e-01 	 0  
 19 40000.000000 	  3.24935e+00 	 1.94256e+02 	 9.30493e-02 	4.68835e-01 	 3.55880e-01 	 -8.08213e-01 	 6.99766e+01 	 1.33061e+00 	 3.13785e-01 	 1  
 20 40000.000000 	  3.77497e+00 	 2.30101e+02 	 -6.61200e-01 	7.65859e-01 	 6.02830e-01 	 -2.22381e-01 	 6.99578e+01 	 4.33454e-01 	 5.58183e-01 	 1  
 21 40000.000000 	  3.92699e+00 	 1.97197e+01 	 4.28116e-02 	5.30766e-01 	 3.38045e-01 	 -7.76945e-01 	 6.99742e+01 	 8.37610e-01 	 4.20667e-01 	 0  
 22 40000.000000 	  3.22853e+00 	 2.81042e+02 	 -2.21604e-01 	-5.80680e-01 	 5.21346e-01 	 -6.25057e-01 	 6.99781e+01 	 1.16407e+00 	 5.23608e-01 	 1  
 23 40000.000000 	  3.45765e+00 	 2.80403e+02 	 -4.16692e-01 	-8.45313e-01 	 4.91814e-01 	 -2.07867e-01 	 6.99751e+01 	 1.02026e+00 	 5.53093e-01 	 1  
 24 40000.000000 	  3.45951e+00 	 3.33848e+02 	 9.85022e-01 	-6.91928e-01 	 7.09610e-01 	 -1.31881e-01 	 6.99793e+01 	 9.32013e-01 	 6.55469e-01 	 1  
 25 40000.000000 	  3.52732e+00 	 1.36380e+02 	 1.32358e-01 	-5.61032e-01 	 2.51281e-01 	 7.88530e-01 	 6.99775e+01 	 1.37571e+00 	 2.38124e-01 	 1  
 26 40000.000000 	  3.14835e+00 	 1.40593e+02 	 3.63049e-01 	5.39940e-01 	 1.85326e-01 	 -8.20792e-01 	 6.99706e+01 	 1.24161e+00 	 1.38553e-01 	 1  
 27 5.120000 	  4.07130e+00 	 9.40573e+00 	 -5.40294e-01 	4.96798e-01 	 8.59200e-01 	 1.22341e-01 	 7.00001e+01 	 6.08965e-03 	 7.93671e-01 	 1  
 28 40000.000000 	  3.39153e+00 	 4.31846e+02 	 5.46788e-01 	6.21272e-02 	 8.37424e-01 	 5.42912e-01 	 6.99925e+01 	 1.31979e+00 	 8.46129e-01 	 1  
 29 40000.000000 	  3.11823e+00 	 4.23762e+02 	 1.03027e-02 	5.11858e-01 	 8.10492e-01 	 2.84552e-01 	 6.99906e+01 	 1.19516e+00 	 8.16855e-01 	 1  
 30 40000.000000 	  3.78340e+00 	 4.39657e+02 	 -3.35840e-01 	3.95653e-01 	 9.08876e-01 	 1.31364e-01 	 6.99897e+01 	 7.97247e-01 	 8.62081e-01 	 1  
 31 40000.000000 	  3.50510e+00 	 4.62564e+01 	 2.45087e-01 	1.45501e-03 	 -8.68812e-02 	 -9.96073e-01 	 6.99798e+01 	 1.39914e+00 	 -6.69286e-02 	 0  
 32 40000.000000 	  3.60627e+00 	 2.80155e+01 	 -2.67453e-02 	-5.91299e-01 	 -1.69509e-01 	 -7.88281e-01 	 6.99828e+01 	 1.26206e+00 	 -1.05864e-01 	 0  
 33 40000.000000 	  3.45923e+00 	 8.97233e+01 	 5.68066e-01 	6.72320e-01 	 1.79242e-01 	 -7.17983e-01 	 6.99749e+01 	 1.31202e+00 	 2.08419e-01 	 1  
 34 40000.000000 	  3.39557e+00 	 1.03884e+01 	 4.27210e-01 	9.28108e-01 	 -2.48552e-01 	 2.76458e-01 	 6.99714e+01 	 1.37552e+00 	 -2.24051e-01 	 0  
 35 40000.000000 	  3.30382e+00 	 4.28593e+02 	 1.38329e+00 	-4.01322e-01 	 8.64211e-01 	 -3.03031e-01 	 6.99823e+01 	 4.22439e-01 	 8.24168e-01 	 1  
 36 40000.000000 	  2.86392e+00 	 4.63898e+02 	 -6.22026e-01 	-3.08601e-01 	 8.71941e-01 	 -3.79869e-01 	 6.99871e+01 	 5.16398e-01 	 8.55266e-01 	 1  
 37 40000.000000 	  3.33869e+00 	 4.37407e+02 	 4.55208e-01 	4.49095e-01 	 8.56814e-01 	 -2.53150e-01 	 6.99930e+01 	 1.34876e+00 	 8.61683e-01 	 1  
 38 40000.000000 	  3.91353e+00 	 2.09970e+02 	 7.37576e-01 	8.64912e-01 	 5.00851e-01 	 -2.44112e-02 	 6.99664e+01 	 7.69403e-01 	 5.41784e-01 	 1  
 39 40000.000000 	  3.44399e+00 	 1.89791e+01 	 -4.58614e-01 	6.04546e-02 	 8.21324e-02 	 9.94640e-01 	 6.99796e+01 	 9.80222e-01 	 5.76608e-02 	 0  
 40 40000.000000 	  4.04292e+00 	 1.45101e+01 	 6.30314e-01 	6.31254e-01 	 2.54462e-01 	 -7.32475e-01 	 6.99827e+01 	 5.80699e-01 	 3.77395e-01 	 0  
 41 40000.000000 	  3.44121e+00 	 4.23332e+02 	 -2.07914e-01 	-2.78600e-01 	 8.18223e-01 	 -5.02755e-01 	 6.99909e+01 	 1.21873e+00 	 8.37851e-01 	 1  
 42 0.480000 	  4.28014e+00 	 7.18749e+00 	 1.95281e-01 	2.54015e-01 	 5.34977e-01 	 8.05777e-01 	 7.00000e+01 	 9.42910e-03 	 3.71601e-01 	 1  
 43 40000.000000 	  3.40293e+00 	 3.88603e+02 	 -7.32035e-01 	5.89942e-01 	 8.02571e-01 	 -8.70650e-02 	 6.99813e+01 	 6.81544e-01 	 7.56652e-01 	 1  
 44 40000.000000 	  3.09920e+00 	 3.11717e+02 	 -2.88298e-01 	-7.02487e-01 	 4.90026e-01 	 5.15802e-01 	 6.99765e+01 	 1.01728e+00 	 5.52950e-01 	 1  
 45 40000.000000 	  3.80344e+00 	 4.27528e+02 	 -1.10879e-01 	3.79746e-01 	 8.53371e-01 	 -3.56954e-01 	 6.99906e+01 	 9.67441e-01 	 8.66762e-01 	 1  
 46 4.480000 	  4.24649e+00 	 2.14824e+00 	 8.01799e-01 	6.00573e-01 	 6.35894e-01 	 4.84718e-01 	 7.00001e+01 	 1.80671e-03 	 5.71577e-01 	 1  
 47 40000.000000 	  3.36149e+00 	 2.01200e+02 	 2.54995e-01 	5.56254e-01 	 3.68277e-01 	 -7.44745e-01 	 6.99784e+01 	 1.40058e+00 	 3.55757e-01 	 1  
 48 40000.000000 	  3.36955e+00 	 2.21496e+02 	 6.41299e-04 	7.01013e-01 	 3.93753e-01 	 5.94328e-01 	 6.99780e+01 	 1.34940e+00 	 3.80108e-01 	 1  
 49 40000.000000 	  3.50307e+00 	 1.37709e+02 	 2.08355e-01 	9.45637e-01 	 2.66626e-01 	 1.85383e-01 	 6.99780e+01 	 1.39762e+00 	 2.57037e-01 	 1  
 50 40000.000000 	  3.97069e+00 	 2.11116e+01 	 3.90539e-01 	-5.12575e-01 	 2.37171e-01 	 -8.25083e-01 	 6.99822e+01 	 8.13281e-01 	 3.43655e-01 	 0  
 51 40000.000000 	  3.26703e+00 	 2.91108e+01 	 -7.21892e-01 	7.78353e-01 	 -1.01307e-01 	 6.19313e-01 	 6.99752e+01 	 7.02642e-01 	 -1.50733e-01 	 0  
 52 40000.000000 	  3.22952e+00 	 1.44910e+02 	 3.53374e-01 	9.23443e-01 	 1.40308e-01 	 3.56614e-01 	 6.99724e+01 	 1.31727e+00 	 1.72112e-01 	 1  
 53 40000.000000 	  3.25453e+00 	 3.85695e+02 	 4.81144e-01 	6.59290e-01 	 7.34448e-01 	 -1.60460e-01 	 6.99877e+01 	 1.29175e+00 	 7.45700e-01 	 1  
 54 40000.000000 	  3.19558e+00 	 3.74689e+02 	 -1.49258e-01 	-2.11490e-01 	 7.47358e-01 	 -6.29706e-01 	 6.99860e+01 	 1.18990e+00 	 7.24082e-01 	 1  
 55 40000.000000 	  3.66651e+00 	 2.42122e+02 	 2.82651e-01 	-4.84717e-01 	 4.80823e-01 	 -7.30452e-01 	 6.99791e+01 	 1.29594e+00 	 5.26101e-01 	 1  
 56 40000.000000 	  3.11533e+00 	 3.83906e+02 	 -4.72238e-01 	-2.50236e-01 	 7.54072e-01 	 -6.07056e-01 	 6.99831e+01 	 8.83103e-01 	 7.36160e-01 	 1  
 57 40000.000000 	  3.44272e+00 	 2.76351e+01 	 -7.11078e-01 	-3.23703e-01 	 -1.84682e-01 	 -9.27826e-01 	 6.99826e+01 	 6.92166e-01 	 -1.33870e-01 	 0  
 58 40000.000000 	  3.43585e+00 	 2.65900e+02 	 -6.07077e-01 	-8.64871e-01 	 4.77392e-01 	 1.53818e-01 	 6.99695e+01 	 8.16541e-01 	 5.38050e-01 	 1  
 59 40000.000000 	  3.86892e+00 	 2.87897e+02 	 4.07477e-01 	4.85402e-01 	 6.79111e-01 	 5.50355e-01 	 6.99788e+01 	 1.00620e+00 	 6.18255e-01 	 1  
 60 40000.000000 	  3.51601e+00 	 4.44571e+02 	 -4.00622e-01 	-4.15202e-01 	 8.44807e-01 	 -3.37333e-01 	 6.99920e+01 	 1.01107e+00 	 8.83137e-01 	 1  
 61 0.800000 	  4.21894e+00 	 1.50139e-01 	 -1.43862e-01 	7.43117e-01 	 5.91609e-01 	 -3.12692e-01 	 7.00001e+01 	 5.90464e-03 	 6.01626e-01 	 1  
 62 40000.000000 	  3.20387e+00 	 1.53444e+02 	 1.12389e+00 	-8.46141e-01 	 3.82831e-01 	 3.69906e-01 	 6.99540e+01 	 6.89054e-01 	 3.32636e-01 	 1  
 63 0.160000 	  4.26030e+00 	 1.20490e+01 	 4.01084e-02 	5.62338e-01 	 8.12426e-01 	 -1.54075e-01 	 7.00000e+01 	 4.66181e-03 	 8.08221e-01 	 1  
 64 40000.000000 	  3.64235e+00 	 2.05811e+01 	 1.17804e+00 	8.93541e-02 	 3.25686e-01 	 9.41076e-01 	 6.99775e+01 	 6.26741e-01 	 2.90465e-01 	 0  
 65 40000.000000 	  3.82738e+00 	 2.55997e+02 	 8.91652e-01 	7.87088e-01 	 5.54350e-01 	 2.69735e-01 	 6.99698e+01 	 7.69706e-01 	 5.77598e-01 	 1  
 66 40000.000000 	  3.28724e+00 	 2.94803e+02 	 -3.41433e-02 	-5.64652e-01 	 5.62628e-01 	 -6.03618e-01 	 6.99815e+01 	 1.30700e+00 	 5.60791e-01 	 1  
 67 40000.000000 	  4.02095e+00 	 2.24709e+02 	 5.33945e-01 	-1.31182e-01 	 4.75261e-01 	 -8.69714e-01 	 6.99639e+01 	 6.70564e-01 	 5.91315e-01 	 1  
 68 40000.000000 	  3.56841e+00 	 1.22892e+02 	 3.47924e-01 	5.11983e-01 	 2.53037e-01 	 8.20687e-01 	 6.99777e+01 	 1.36481e+00 	 2.29059e-01 	 1  
 69 40000.000000 	  3.41998e+00 	 3.23443e+02 	 4.54862e-01 	-6.24851e-01 	 6.22758e-01 	 4.70640e-01 	 6.99838e+01 	 1.36827e+00 	 6.08711e-01 	 1  
 70 40000.000000 	  3.00861e+00 	 3.46622e+02 	 -7.36911e-01 	4.03576e-01 	 6.87973e-01 	 -6.02837e-01 	 6.99715e+01 	 5.62910e-01 	 6.31801e-01 	 1  
 71 40000.000000 	  3.65129e+00 	 2.97663e+02 	 1.27650e+00 	8.82823e-02 	 6.47174e-01 	 7.56895e-01 	 6.99663e+01 	 4.94896e-01 	 6.18025e-01 	 1  
 72 40000.000000 	  3.42941e+00 	 3.24646e+02 	 -8.15297e-01 	-3.60494e-01 	 6.16991e-01 	 6.99237e-01 	 6.99697e+01 	 5.75067e-01 	 6.23582e-01 	 1  
 73 2.080000 	  4.24906e+00 	 1.16071e+01 	 -9.76225e-03 	6.51573e-01 	 6.69610e-01 	 3.56476e-01 	 7.00000e+01 	 9.76530e-03 	 5.69099e-01 	 1  
 74 40000.000000 	  3.79218e+00 	 1.79922e+02 	 4.89524e-01 	-6.56734e-01 	 5.03971e-01 	 5.60672e-01 	 6.99747e+01 	 1.10415e+00 	 4.33387e-01 	 1  
 75 40000.000000 	  3.54929e+00 	 3.66585e+02 	 -2.11905e-01 	6.40011e-01 	 7.63902e-01 	 8.14516e-02 	 6.99856e+01 	 1.17159e+00 	 7.23528e-01 	 1  
 76 40000.000000 	  2.98119e+00 	 4.17752e+02 	 4.50248e-01 	5.99673e-01 	 7.83542e-01 	 -1.62087e-01 	 6.99873e+01 	 1.00521e+00 	 7.79459e-01 	 1  
 77 40000.000000 	  3.70682e+00 	 2.00959e+01 	 9.14920e-01 	9.18946e-01 	 7.23818e-02 	 3.87400e-01 	 6.99846e+01 	 8.86422e-01 	 1.12033e-01 	 0  
 78 40000.000000 	  3.61582e+00 	 2.68287e+01 	 1.86801e-01 	-9.01319e-01 	 -1.71680e-01 	 3.97318e-01 	 6.99798e+01 	 1.33318e+00 	 -1.82132e-01 	 0  
 79 40000.000000 	  3.34285e+00 	 2.38166e+01 	 1.31378e+00 	-7.52997e-01 	 2.65589e-03 	 6.57801e-01 	 6.99799e+01 	 5.16994e-01 	 -5.04766e-02 	 0  
 80 40000.000000 	  3.70642e+00 	 3.07924e+02 	 8.32420e-01 	5.45931e-01 	 6.39704e-01 	 5.40766e-01 	 6.99782e+01 	 9.70671e-01 	 6.37133e-01 	 1  
 81 40000.000000 	  3.36543e+00 	 1.19151e+01 	 -5.92796e-01 	-9.58050e-01 	 1.64713e-01 	 2.33734e-01 	 6.99734e+01 	 8.48113e-01 	 2.32995e-01 	 0  
 82 40000.000000 	  3.98825e+00 	 1.82404e+01 	 5.52971e-01 	8.25962e-01 	 -1.07337e-01 	 5.53261e-01 	 6.99883e+01 	 7.33128e-01 	 -1.59496e-01 	 0  
 83 40000.000000 	  3.60772e+00 	 2.24480e+01 	 -2.41054e-01 	-9.62612e-01 	 -1.72126e-01 	 -2.08608e-01 	 6.99836e+01 	 1.10273e+00 	 -1.03172e-01 	 0  
 84 40000.000000 	  3.09903e+00 	 3.37429e+02 	 8.78893e-01 	7.59594e-01 	 5.26728e-01 	 3.81071e-01 	 6.99748e+01 	 8.61786e-01 	 5.97063e-01 	 1  
 85 40000.000000 	  3.54777e+00 	 2.35912e+02 	 4.23389e-01 	7.59023e-02 	 4.49954e-01 	 -8.89654e-01 	 6.99793e+01 	 1.35674e+00 	 4.77066e-01 	 1  
 86 40000.000000 	  3.58896e+00 	 4.21037e+02 	 7.08123e-02 	3.40866e-02 	 8.64999e-01 	 5.00503e-01 	 6.99922e+01 	 1.32135e+00 	 8.39855e-01 	 1  
 87 40000.000000 	  3.31536e+00 	 -1.36688e+01 	 8.31166e-02 	-6.93588e-01 	 -2.53815e-01 	 6.73799e-01 	 6.99644e+01 	 1.36313e+00 	 -2.23126e-01 	 0  
 88 40000.000000 	  3.18140e+00 	 1.68761e+02 	 7.67992e-01 	8.08332e-01 	 2.72489e-01 	 -5.21407e-01 	 6.99662e+01 	 1.04071e+00 	 2.87866e-01 	 1  
 89 40000.000000 	  3.75443e+00 	 2.16544e+02 	 -2.44179e-01 	5.60138e-01 	 5.00431e-01 	 -6.59850e-01 	 6.99711e+01 	 9.30552e-01 	 5.25343e-01 	 1  
 90 40000.000000 	  3.46425e+00 	 3.15207e+02 	 6.94856e-01 	7.36151e-01 	 5.75351e-01 	 -3.56066e-01 	 6.99811e+01 	 1.22216e+00 	 6.15245e-01 	 1  
 91 40000.000000 	  3.53952e+00 	 3.93551e+02 	 7.59374e-02 	4.05467e-02 	 7.68395e-01 	 -6.38571e-01 	 6.99893e+01 	 1.35295e+00 	 7.87557e-01 	 1  
 92 40000.000000 	  2.77519e+00 	 3.36405e+02 	 8.11564e-01 	-4.34430e-01 	 6.44043e-01 	 -6.29281e-01 	 6.99661e+01 	 4.91091e-01 	 5.58876e-01 	 1  
 93 40000.000000 	  3.03733e+00 	 3.86884e+02 	 -3.41094e-01 	-3.02101e-01 	 7.45287e-01 	 -5.94169e-01 	 6.99828e+01 	 9.17805e-01 	 7.15950e-01 	 1  
 94 40000.000000 	  3.41384e+00 	 3.68558e+01 	 6.74037e-02 	1.43584e-01 	 -1.17477e-01 	 -9.82472e-01 	 6.99768e+01 	 1.37965e+00 	 -1.21899e-01 	 0  
 95 40000.000000 	  3.93187e+00 	 3.08464e+02 	 -2.36170e-01 	-2.87827e-01 	 7.23845e-01 	 6.26750e-01 	 6.99728e+01 	 6.27145e-01 	 6.49536e-01 	 1  
 96 40000.000000 	  3.43861e+00 	 3.98664e+02 	 1.10669e+00 	1.58531e-01 	 7.51052e-01 	 6.40739e-01 	 6.99830e+01 	 7.86496e-01 	 7.60818e-01 	 1  
 97 40000.000000 	  3.24334e+00 	 8.59094e+01 	 5.61928e-01 	-8.63634e-01 	 1.49296e-01 	 -4.81058e-01 	 6.99699e+01 	 1.24169e+00 	 9.30015e-02 	 0  
 98 40000.000000 	  3.77020e+00 	 4.35364e+02 	 -2.51790e-01 	3.88348e-01 	 9.08418e-01 	 1.54364e-01 	 6.99906e+01 	 9.00345e-01 	 8.63468e-01 	 1  
 99 40000.000000 	  3.54884e+00 	 1.56141e+02 	 -1.99898e-02 	7.22373e-01 	 3.51781e-01 	 -5.95058e-01 	 6.99767e+01 	 1.30504e+00 	 3.47934e-01 	 1  
