9.6062E-7	3.15591926304932
1.2099E-6	2.4722545343891
1.524E-6	2.16158024366479
1.9195E-6	2.05075695940366
2.4177E-6	2.06240623189036
3.0451E-6	2.15633614265525
3.8354E-6	2.30731826823813
4.8309E-6	2.4950132886464
6.0846E-6	2.69990009230509
7.6638E-6	2.90227590225579
9.6529E-6	3.08302229548735
1.2158E-5	3.22498067657983
1.5314E-5	3.31561973080616
1.9288E-5	3.34795229028881
2.4294E-5	3.32150750942038
3.0599E-5	3.24166111272657
3.8541E-5	3.11793082277824
4.8543E-5	2.96256020259999
6.1142E-5	2.78818563669041
7.701E-5	2.60717083497732
9.6997E-5	2.42927874369614
1.2217E-4	2.26262500997533
1.5388E-4	2.1129905697524
1.9382E-4	1.98422516699175
2.4412E-4	1.87880375930056
3.0748E-4	1.79832190708188
3.8728E-4	1.74395869406345
4.8779E-4	1.71697687642461
6.1439E-4	1.71904331691237
7.7384E-4	1.75282982325075
9.7468E-4	1.82223736140192
0.0012276	1.93293817178486
0.0015463	2.09351439587231
0.0019476	2.31559543810358
0.002453	2.61565315944916
0.0030897	3.01711034891916
0.0038916	3.55193374519866
0.0049015	4.26561204994133
0.0061737	5.22160502476651
0.007776	6.50942071791782
0.0097941	8.25603562964752
0.012336	10.6421458242611
0.015538	13.9264224266665
0.019570	18.4784210964317
0.024649	24.83277792
0.031047	33.7611565772241
0.039105	46.3820276847197
0.049254	64.3166151557181
0.062037	89.9422663841201
0.078137	126.700952834084
0.098416	179.65886963211
0.12396	256.213595089258
0.15613	367.242078446221
0.19665	528.709585412545
0.24769	764.149474041912
0.31197	1108.23923771678
0.39294	1612.21618911188
0.49493	2351.71322689694
0.62338	3438.83753518027
0.78517	5039.23331029549
0.98894	7398.17556643546
1.2456	10879.0509050489
1.5689	16018.0620569169
1.9761	23604.2948121325
2.4889	34795.2879332216
3.1349	51280.4280249266
3.9485	75493.5067903177
4.9733	110923.055232272
6.264	162471.613069587
7.8898	236910.583103542
9.9374	343340.597127221
12.517	493630.341309532
15.765	702486.462087973
19.857	987112.882647957
25.01	1365847.58759397
31.501	1855039.15865212
39.677	2464706.24781798
49.974	3191379.43963564
62.944	4011159.9030999
79.281	4872788.38848187
99.857	5695179.57411638
125.77	6374119.65857462
158.42	6798492.62926494
199.53	6875582.95275563
251.31	6561615.89659217
316.54	5880377.5433085
398.69	4925546.55221064
502.17	3840298.15046827
632.5	2776237.49172091
796.65	1855061.7125695
1003.4	1143103.78219855
1263.8	648729.765054324
1591.8	339085.818399237
2005	163489.17599422
2525.3	72941.8126299052
3180.8	30281.656118508
4006.3	11788.9424336588
5046	4349.96707024103
6355.7	1542.50808065485
8005.2	534.905356265235
