0.0	0.0	0.002	0.005	0.01	0.1	0.5	5.0	10.0	20.0
1E-3	0	0	3.737	797.5	231700	392100	256400	203000	157400
0.016	0	0	3.749	798.1	231700	392100	256400	203000	157400
0.081	0	0	3.798	800.9	231700	392100	256400	203000	157400
0.256	0	0	3.931	808.4	231700	392100	256400	203000	157400
0.625	0	0	4.221	824.2	231800	392100	256400	203000	157400
1.296	0	0	4.774	853.3	231900	392100	256400	203000	157400
2.401	0	0	5.762	902.2	232100	392100	256400	203000	157400
4.096	0	0	7.475	979.4	232300	392100	256400	203000	157400
6.561	0	0	10.43	1096	232700	392100	256400	203000	157400
10	0	0	15.58	1269	233200	392100	256400	203000	157400
14.64	0	1.138E-4	24.71	1521	234000	392100	256400	203000	157400
20.74	0	5.305E-4	41.24	1883	234900	392100	256300	203000	157400
28.56	0	0.002682	71.73	2404	236100	392100	256300	203000	157400
38.42	0	0.01438	128.7	3152	237600	392100	256300	203000	157400
50.63	0	0.07983	236	4224	239500	392200	256300	203000	157400
65.54	0	0.4476	358.4	5759	241700	392200	256300	203000	157400
83.52	0	2.469	697.6	7952	244400	392200	256300	203000	157400
105	0	13.03	1357	11070	247500	392300	256200	202900	157400
130.3	0	63.91	2611	15440	251200	392300	256200	202900	157300
160	0	282.3	4929	21520	255400	392300	256100	202900	157300
194.5	0	713	9044	29800	260200	392400	256100	202900	157300
234.3	0	2476	15990	40840	265600	392400	256000	202900	157300
279.8	0	7410	27070	55170	271600	392500	256000	202800	157300
331.8	0	18840	43550	73210	278300	392500	255900	202800	157300
390.6	0	40460	66320	95160	285500	392600	255800	202800	157300
457	53160	73600	95410	120900	293300	392600	255700	202700	157300
531.4	109900	115300	129700	149900	301600	392700	255600	202700	157200
614.7	159600	159900	167100	181200	310400	392700	255500	202600	157200
707.3	203000	202600	205200	213700	319700	392700	255300	202600	157200
810	241700	241500	242000	246300	329200	392700	255200	202500	157200
923.5	276600	276600	276400	277700	339000	392700	255000	202400	157100
1049	308400	308200	307600	307300	348900	392700	254800	202300	157100
1186	337200	336600	335700	334300	358700	392600	254600	202200	157100
1336	362700	361900	360600	358600	368400	392500	254400	202100	157000
1501	385100	384000	382400	380000	377700	392300	254200	202000	157000
1680	404100	402900	401200	398500	386600	392100	253900	201900	156900
1874	420000	418700	416900	414000	394900	391800	253600	201800	156900
2085	432700	431500	429700	426800	402500	391400	253300	201700	156800
2313	442600	441400	439700	436900	409300	391000	253000	201500	156800
2560	449900	448800	447200	444600	415100	390400	252700	201400	156700
2826	454800	453900	452400	450000	419900	389700	252300	201200	156600
3112	457700	456800	455500	453300	423700	388800	251900	201000	156500
3419	458700	457900	456800	454800	426400	387800	251400	200800	156500
3748	458200	457500	456500	454800	428000	386700	251000	200600	156400
4101	456300	455700	454800	453300	428600	385400	250500	200400	156300
