1.601E-4	92044.9968705111
1.8895E-4	97625.7788447634
2.2299E-4	103923.405372952
2.6316E-4	110914.149266618
3.1058E-4	118586.945770086
3.6653E-4	126918.709141237
4.3257E-4	135911.616396771
5.105E-4	145539.644912201
6.0247E-4	155811.71784626
7.1101E-4	166725.985560284
8.3911E-4	178275.142668547
9.9028E-4	190478.272956566
0.0011687	203348.696289635
0.0013792	216902.4564355
0.0016277	231189.78102945
0.001921	246223.232467745
0.0022671	262063.480322999
0.0026755	278755.156994885
0.0031576	296369.329221318
0.0037264	314966.334711603
0.0043978	334657.738671509
0.0051901	355493.545786182
0.0061251	377585.409169344
0.0072287	401051.136869401
0.008531	425972.762523223
0.010068	452495.48256833
0.011882	480734.427950477
0.014022	510797.991764629
0.016549	542861.658974222
0.019530	577030.460192911
0.023049	613465.392220914
0.027201	652274.270964195
0.032102	693615.39195822
0.037886	737658.066543544
0.044711	784541.612819407
0.052766	834327.728226499
0.062273	887250.600545826
0.073492	943382.998578247
0.086732	1002850.64685856
0.102360	1065778.65910144
0.120800	1132229.73525142
0.142560	1202284.82263474
0.168250	1276125.71931906
0.198560	1353818.30902015
0.234330	1435306.49245964
0.276550	1520675.19513745
0.326370	1610192.41858137
0.385170	1703570.19018148
0.454570	1801080.52019418
0.536460	1902701.70421729
0.633110	2008281.7215903
0.747170	2118093.3742947
0.881790	2231909.09806636
1.040700	2349849.55705503
1.228100	2471606.74179717
1.449400	2597726.96644424
1.710500	2727649.47546943
2.018700	2861464.84141832
2.382400	2998942.18316666
2.811600	3139838.52825175
3.318200	3283942.01689257
3.916000	3430739.16554169
4.621500	3579767.78593753
5.454100	3730281.87717849
6.436700	3881320.11432626
7.5963	4031829.20707404
8.9649	4180265.26179578
10.58	4324897.2593196
12.486	4463633.83729165
14.736	4593845.70095074
17.391	4712642.66236997
20.524	4816466.78176594
24.221	4901533.29844728
28.585	4963721.01676663
33.735	4998548.02351206
39.813	5001279.77093036
46.985	4967601.46044495
55.45	4893149.90851592
65.44	4774640.13361923
77.23	4609766.3701965
91.144	4397535.75094781
107.56	4138942.44047776
126.94	3837580.81065181
149.81	3499114.26847242
176.8	3131520.63147423
208.66	2745385.7799867
246.25	2352542.12772553
290.62	1965907.03453332
342.97	1598050.31195401
404.76	1260331.70215662
477.69	961653.780822185
563.75	707746.004475735
665.32	500871.49560713
785.18	339692.207510468
926.64	220015.387606388
1093.6	135582.11641524
1290.6	79194.8373672963
1523.1	43664.3726807071
1797.5	22632.0132515505
2121.4	10978.5233575493
4000.0	0.0
