9.6062E-6	11.5661685661106
1.4299E-5	11.1573551594315
2.1284E-5	12.4545527372316
3.1682E-5	14.5973985754877
4.7159E-5	16.9026220179774
7.0197E-5	18.7045825556343
1.0449E-4	19.5275317186639
1.5553E-4	19.2616858608754
2.3151E-4	18.1487408916488
3.4461E-4	16.6057152213015
5.1296E-4	15.0368810271329
7.6354E-4	13.7355989959867
0.0011365	12.8824770521973
0.0016918	12.5938019950919
0.0025182	12.9855308082833
0.0037484	14.2407377339964
0.0055795	16.6937830376128
0.0083052	20.9520118438112
0.012362	28.1260062104582
0.018402	40.2546377905708
0.027391	61.1163126264475
0.040772	97.83818826453
0.060690	164.055403819733
0.090338	286.192927746076
0.134470	516.072901259638
0.200160	956.254912226553
0.297940	1811.13081469491
0.443480	3490.27887299104
0.660130	6816.11629277358
0.982620	13437.9982307418
1.462600	26641.6861318793
2.177200	52885.4037754775
3.240700	104517.650657806
4.823900	204217.317283358
7.180400	390787.346014267
10.68800	723555.137154727
15.90900	1276890.08090257
23.68100	2107892.52717643
35.25000	3184939.00317083
52.47000	4295842.07131953
78.10200	5032865.79555841
116.2600	4977241.04997133
173.0500	4039037.91793098
257.5900	2622651.45842431
383.4200	1336180.12476659
570.7300	529102.084885814
849.5400	163702.634569166
1264.500	40629.4569188231
1882.300	8543.20218495188
2801.800	1667.98942503363
4000.000	0.0
