0.28018	14.3255356971058
0.33581	87.9945904564545
0.40248	325.083557422998
0.48238	861.695863013791
0.57815	1862.01796909493
0.69293	3585.49397115179
0.83051	6524.06355332163
0.99539	11622.8214108477
1.193	20653.3959416748
1.4299	36843.4404166869
1.7137	65869.7379620173
2.054	117272.908932409
2.4618	206113.25487644
2.9505	354320.859866852
3.5363	590812.250525841
4.2384	949157.8560002
5.0798	1462560.1299914
6.0883	2156783.284383
7.2971	3043601.29605175
8.7458	4117727.26954142
10.482	5359080.96273126
12.563	6738768.88234572
15.057	8226594.70717037
18.047	9796591.41099139
21.63	11428886.951567
25.924	13104091.1108295
31.071	14796540.3078504
37.239	16459354.5378487
44.633	18016536.4026179
53.494	19349225.4912174
64.114	20302713.9838818
76.843	20694980.9764695
92.099	20361519.5258819
110.38	19203628.714562
132.3	17244154.2904884
158.56	14650903.2575745
190.05	11720463.05153
227.78	8799848.8737766
273.0	6195189.07784361
327.2	4096899.36094626
392.16	2556017.29143805
470.01	1515516.07264306
563.33	862170.977607965
675.16	475938.794516521
809.21	257951.47355932
969.86	138709.715786288
1162.4	74522.4747504614
1393.2	40016.4935854259
1669.8	21261.1240389788
2001.3	10898.361081165
4000.0	0.0
