0.00	0.0	5	20
1.822	1774000	10490000	23980000
3.32	3619000	12160000	25530000
6.05	6749000	15130000	27640000
11.02	12370000	20200000	30630000
20.09	23690000	28180000	34980000
36.6	37780000	38740000	40970000
66.69	49490000	49290000	47930000
121.5	56900000	56240000	53580000
221.4	57410000	57050000	54990000
403.4	52930000	52800000	51560000
