0.00	0.0	5	20
1.822	1240	37890	145400
3.32	5368	46740	162200
6.05	17470	63770	186500
11.02	42270	97410	223800
20.09	95300	164800	283100
36.6	236600	292600	375700
66.69	476700	486900	505000
121.5	682900	674300	644500
221.4	769400	763500	732400
403.4	754200	751800	732100
