0.00	0.0	5	20
1.822	248200	9803000	42980000
3.32	908300	12350000	44560000
6.05	3029000	17160000	47310000
11.02	9649000	26160000	51930000
20.09	29570000	41850000	59120000
36.6	62680000	64130000	68760000
66.69	87450000	83570000	77910000
121.5	88140000	85720000	79740000
221.4	71620000	71360000	70010000
403.4	55730000	55780000	55870000
