0.00	0.0	5	20
1.822	457.1	97300	1033000
3.32	3640	131800	1103000
6.05	19320	204800	1229000
11.02	74010	370200	1456000
20.09	271200	761600	1852000
36.6	1125000	1641000	2508000
66.69	3063000	3173000	3442000
121.5	4794000	4632000	4370000
221.4	4884000	4832000	4666000
403.4	4285000	4284000	4270000
