0.00	0.0	5	20
1.822	8649000	96580000	202400000
3.32	22880000	111700000	205000000
6.05	56230000	136800000	209400000
11.02	130700000	174700000	216000000
20.09	225300000	220800000	224100000
36.6	274700000	253400000	229500000
66.69	254300000	244700000	223000000
121.5	203500000	203300000	198100000
221.4	164400000	164300000	163900000
403.4	134000000	133800000	133200000
