     1.1 7.782e+005
    1.45 1.152e+006
   1.922 1.737e+006
    2.56 2.65e+006
    3.42 4.019e+006
   4.582 5.924e+006
    6.15 8.272e+006
   8.266 1.068e+007
   11.12 1.252e+007
   14.98 1.324e+007
   20.19 1.273e+007
   27.21 1.139e+007
    36.7 9.792e+006
    49.5 8.354e+006
   66.79 7.167e+006
   90.12 5.967e+006
   121.6 4.249e+006
   164.1 1.968e+006
   221.5 3.605e+005
     299 1.153e+004
   403.5       0
