0.00	0.0	5	20
1.822	7271000	9359000	8856000
3.32	8532000	9526000	8756000
6.05	9681000	9727000	8571000
11.02	10450000	9839000	8225000
20.09	10450000	9530000	7581000
36.6	9161000	8231000	6420000
66.69	5898000	5464000	4555000
121.5	1929000	2113000	2262000
221.4	309200	378400	591100
403.4	32500	38500	66100
